x1,x2,x3,x4,x5,x6,x7
2.596640509,15.263178,-46.28960653,-10.99326466,-2.266729194,1.935832482,2.0396877
3.096285506,14.78480151,-48.17561427,-8.799361564,-2.220870724,1.851200569,1.921973854
3.360245562,14.77491748,-49.47184058,-9.030500626,-1.760446691,1.753113733,2.04193304
2.214818739,15.02739352,-43.20039972,-13.56500093,-2.643018084,2.200462782,2.141846829
3.398576033,15.11575618,-49.41664444,-6.857672386,-2.025936024,1.788084659,1.875540328
4.080436486,15.75759151,-51.58411561,-4.041382051,-1.540465855,1.7581366,1.858052093
2.612301887,12.77441721,-43.30257945,-11.69401423,-3.052707575,2.041606184,1.95515833
2.724491203,14.08069952,-44.8974533,-10.30676511,-3.202603397,2.351700239,1.84075026
3.077563575,15.16740014,-48.56275142,-8.72323472,-2.042683208,1.807550041,1.966046494
2.863602038,14.5954978,-47.12790847,-9.040324966,-2.182095322,1.798212446,1.969454421
4.787397551,14.74023161,-52.21699562,-3.570179873,-1.414848196,1.826092935,1.86691084
4.087194291,16.40183635,-51.92938697,-4.776610893,-1.397004946,1.753016741,1.893191261
2.417692154,15.62076712,-45.2260233,-11.46442135,-2.530800704,2.166309064,1.984999526
4.259881988,15.41112564,-51.54978794,-4.34225302,-1.703911122,1.75056923,1.833332736
2.682563182,13.3814788,-44.87640925,-11.71998354,-2.595062736,1.902301953,2.04263102
2.372695446,14.40234305,-43.76902577,-11.44087821,-2.634344791,1.980747999,2.023968709
3.011729982,15.29473395,-48.53291408,-9.887074595,-1.908042765,1.796650102,2.060503103
4.036770129,13.46757511,-49.76245627,-6.556541794,-2.358697693,1.801253534,1.823176213
2.624914384,16.54189408,-47.65946709,-9.051571092,-2.030933894,1.903572235,1.962292159
3.17466775,14.03879471,-47.49620288,-8.653046002,-2.621408207,1.948099427,1.854492369
3.233433955,13.99252993,-47.68383143,-8.562944091,-2.532633895,1.902598451,1.869588857
3.76605767,14.5924963,-50.45389514,-6.992974781,-1.654119079,1.759341443,1.977023048
3.344873364,14.14627694,-48.81594428,-9.543377931,-2.028590457,1.773622249,2.02703479
2.498485108,15.54597776,-45.71435656,-9.84054741,-2.513182044,2.052290663,1.90903204
2.341169009,14.31649823,-42.32251547,-11.27710777,-3.434473975,2.580982601,1.836223515
2.306614299,14.32957761,-42.81573647,-11.3062306,-2.947228986,2.140275977,1.948203153
3.222050241,14.38884097,-48.31747326,-9.154131738,-2.166726602,1.812714218,1.957346156
4.81699443,16.09433751,-52.83723149,-3.531298157,-0.972995029,1.96934957,1.98271939
2.062548385,17.16642777,-44.71507512,-12.84628808,-2.049501034,2.060361554,2.237221916
3.344784049,15.41188962,-49.78386462,-7.107759047,-1.761302914,1.753176539,1.945453701
3.064358211,15.0428079,-48.31999341,-8.997763943,-2.078952955,1.819572155,1.964359905
3.452971422,14.58979726,-49.37389765,-7.821503984,-1.960895782,1.763168885,1.940381777
2.753075224,15.91364639,-47.96340913,-10.84046771,-1.88520872,1.84216753,2.123100529
2.880540493,15.07107623,-47.8191239,-8.823510335,-2.006070317,1.779344615,1.991555815
2.694552608,13.70350288,-44.88743918,-10.56435674,-2.786245598,2.000489484,1.917876013
3.253378724,14.66340244,-48.58105161,-7.832826156,-2.217472187,1.824026704,1.879834022
3.459611167,13.52564336,-48.52465918,-9.000908512,-2.213708401,1.782367465,1.94405953
3.771621259,13.94717871,-49.83512884,-7.324107117,-1.938197865,1.751610542,1.902484817
3.814771322,15.54905305,-51.04442719,-5.52861263,-1.586978583,1.75244135,1.899583866
3.754140319,15.02254502,-50.29975933,-5.698797918,-1.930392037,1.766582389,1.84084167
2.528209791,18.338865,-49.08356201,-9.830516707,-1.569207596,1.885905419,2.112832796
2.653094277,18.29434808,-49.74224567,-8.741042962,-1.364105936,1.781751242,2.105123854
2.90090478,13.22543669,-45.67382161,-10.26389725,-2.647638842,1.886718279,1.941392538
3.432002662,15.60365393,-49.95028046,-6.98968828,-1.853954543,1.77673136,1.906570178
3.623551828,16.34782876,-50.94610168,-6.474794528,-1.610503019,1.762146114,1.920519771
2.842018272,14.65406036,-46.77993722,-10.03841466,-2.460707989,1.954769955,1.942239554
3.184582458,13.80892656,-47.76586801,-9.413669709,-2.214006171,1.789244119,1.968265589
2.919975577,14.26171845,-46.7725938,-9.60907727,-2.510734776,1.921168962,1.920671944
2.2634507,14.7929809,-43.30087268,-13.23118791,-2.725768783,2.2063036,2.095524987
2.80381614,15.16457482,-47.21650105,-9.789631624,-2.164922566,1.859755533,1.991060906
3.428297318,15.99439238,-50.45352344,-7.053390964,-1.583097106,1.75065982,1.973674625
3.112010635,16.46375276,-50.02896357,-8.602611982,-1.507670348,1.753795929,2.074898895
2.404965545,15.7961954,-45.90263709,-11.97322315,-2.190222929,1.96943678,2.142391014
3.711783908,14.72800118,-50.10755238,-6.526053806,-1.942932584,1.761369985,1.878808605
3.490231885,14.83810603,-50.00250498,-8.971797344,-1.645183464,1.750218027,2.085049328
2.866347077,14.91662911,-47.33262316,-10.0459071,-2.228309531,1.879366189,1.989476858
3.333804785,13.56783922,-47.50658,-7.96479664,-2.771364002,1.950135415,1.822040088
2.400029154,18.10406317,-48.62830204,-11.31542346,-1.3586921,1.793684465,2.332842011
2.628483855,15.32232653,-47.03513813,-11.23017963,-1.920584859,1.806083315,2.152811086
2.505776084,12.41673515,-41.61498605,-12.02904684,-3.613442976,2.337068707,1.89805588
2.319225292,17.36530321,-47.09094835,-11.21937578,-1.79460627,1.917609204,2.148547492
3.011323898,17.17156724,-50.11014438,-8.545957706,-1.469962319,1.767053118,2.082030647
2.674886062,17.40303235,-48.65868163,-9.498756315,-1.861731203,1.954147646,2.006757574
2.308795701,13.67781526,-41.39442463,-12.67439936,-3.517304045,2.571836762,1.912837302
3.215115715,15.34423428,-48.94785557,-9.567733862,-2.078060346,1.88666817,1.971127516
3.730034321,15.27224021,-50.25777476,-4.81824094,-2.044149115,1.788177509,1.800458597
2.895045748,15.74937237,-48.32531144,-9.74537874,-2.01098614,1.865161559,1.993347069
3.486670138,15.69468813,-50.40465406,-6.815742943,-1.619309452,1.750049649,1.969570496
2.925288312,14.66425906,-48.00088531,-10.95324601,-1.834839237,1.761961725,2.165132216
3.923218819,13.54715867,-49.43753616,-6.246118048,-2.451830629,1.823359426,1.800153021
2.746811913,14.8734088,-46.2082666,-10.71611127,-2.643683538,2.1278118,1.937746791
4.176925869,14.82979282,-51.1116272,-4.449396324,-1.808705426,1.750006368,1.826494689
3.582680539,15.4683275,-50.42046311,-6.690322777,-1.691436288,1.751237329,1.929474075
2.890599367,13.52067267,-45.80249683,-10.73190376,-2.691793833,1.968911913,1.942456671
3.475416507,16.11333126,-50.85867662,-7.029707107,-1.333576687,1.772126291,2.051618268
2.25415536,14.97077826,-43.79425281,-13.04142428,-2.441410573,2.020358849,2.16316444
3.166197013,13.64792517,-47.39886114,-9.419745326,-2.370525733,1.82115886,1.93375843
2.585615113,14.0037994,-44.08672639,-11.41091122,-3.137901164,2.323614533,1.902418471
2.953095583,14.8469099,-47.4995781,-10.10888672,-2.355933134,1.952385544,1.956626443
2.571887257,13.61354107,-43.88146864,-10.81080454,-2.99116069,2.10060087,1.894709468
3.77046447,15.49161665,-50.83274329,-6.194567956,-1.65641914,1.750583818,1.904975168
2.492993584,17.2795193,-48.2226895,-11.53558748,-1.593045077,1.837955701,2.247416893
3.551992698,16.37697997,-50.83660457,-6.872536991,-1.576358122,1.759060969,1.950150044
2.687435337,13.80102877,-44.89775195,-10.33199953,-2.859741075,2.030708166,1.905796556
2.998821025,13.43621235,-46.24415078,-9.759171463,-2.639753484,1.902037707,1.910363009
2.603343407,14.66348448,-45.54492818,-10.97310899,-2.548783023,2.005878159,1.98522552
3.771026989,14.51926823,-49.99881469,-6.911831006,-2.05727374,1.783059136,1.868128126
3.472447851,15.7997309,-50.20914288,-5.831758518,-1.811393585,1.765380749,1.862733481
2.395510298,12.99125962,-42.39043088,-12.43569122,-2.940694186,1.994435184,2.03765696
3.269980977,15.39659301,-49.30799967,-7.494019308,-1.960792859,1.790781415,1.911708881
4.244863035,15.29896843,-51.68653508,-4.486403012,-1.543264285,1.764538796,1.876765931
3.501309628,15.19847735,-50.23872569,-7.723709477,-1.598337089,1.752477397,2.019810595
3.706285552,14.31155105,-49.62266532,-5.968550163,-2.172812711,1.780226872,1.817958315
2.80965496,14.63904368,-47.04793031,-10.24794153,-2.198424149,1.831937623,2.026695883
3.664724447,13.54238935,-48.93140716,-7.62800986,-2.366992046,1.813920391,1.845997296
2.586196013,15.65172613,-46.90093343,-11.42333495,-1.953335022,1.840920267,2.173002177
3.023043797,15.21440903,-48.22330328,-9.10036,-2.15887779,1.864558159,1.946783412
3.532656292,15.81702623,-50.62283628,-6.856013203,-1.504904745,1.753925333,2.003222744
2.599545736,16.64309296,-47.24966532,-8.663222164,-2.35321792,2.097953249,1.873462021
3.518061684,14.36264512,-49.37401813,-7.207285288,-1.934945693,1.752105979,1.911230391
2.617456461,16.20995774,-47.32566099,-10.65613501,-2.12897489,1.989999946,2.015873015
3.024104964,13.49175448,-46.41902483,-9.728145334,-2.783720697,1.978165436,1.881524271
3.163764645,15.94352154,-49.79243268,-8.682256726,-1.567067612,1.751464925,2.082085133
3.949185983,16.10744576,-51.60994282,-4.049652407,-1.426634268,1.769301077,1.882830169
3.502682749,14.33819536,-48.87460984,-6.31599191,-2.442217657,1.862103403,1.80221503
3.070686782,13.07378117,-46.07530841,-10.80543849,-2.871422178,2.024883269,1.926141547
3.296858952,17.94256699,-51.43964877,-7.697748525,-1.196371125,1.751073452,2.101557062
3.247288498,15.5911174,-49.36773359,-7.557114296,-1.947831021,1.801038647,1.910197475
3.352109821,13.46685499,-47.42902753,-7.866580159,-2.838818936,1.980311467,1.805327477
4.073398931,14.29470506,-50.7593614,-5.914075493,-1.813446011,1.750572948,1.873297589
2.700147956,16.72694167,-48.65711392,-9.604874495,-1.666885296,1.788122295,2.108998568
4.302131863,13.47963748,-50.75128884,-6.303242858,-1.868205134,1.755263327,1.892626526
2.263179585,16.46381592,-45.57019329,-12.08375317,-2.118938334,2.006402593,2.152440834
3.426372146,15.44784034,-49.82413102,-7.05387366,-1.871973382,1.773910493,1.904143215
4.06042061,14.02711085,-50.54941538,-6.38987127,-1.826953194,1.751560475,1.896873851
2.49645387,14.69473991,-45.07832722,-12.14788312,-2.438477482,1.993244041,2.074926069
4.381398185,15.36078885,-52.17944133,-5.638238498,-1.157081477,1.887718711,2.047915166
4.226229095,16.39862041,-52.29912487,-5.35897348,-1.128807946,1.813973047,2.002343825
